date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,product_name,category,supplier_id_prod,unit_cost,unit_price,reorder_point,store_name,store_city,warehouse_id_store,store_type,supplier_name,supplier_city,supplier_avg_lead_time_days,supplier_reliability_score,warehouse_name,warehouse_city,capacity_units
2023-10-04,S002,FUR-P0020,W01,SUP02,191,381,170,148,6,0,11816.41,68.74,10,1,Sunny,Autumn,Cushion Stool,Furniture,SUP02,362.09,633.36,89,Mumbai Andheri Store,Mumbai,W01,Metro,Metro Wholesale Co.,Mumbai,7,81,North Distribution Center,Delhi,60000
2023-10-04,S003,ELE-P0001,W02,SUP04,217,247,86,77,7,0,1951.26,11.24,20,1,Snowy,Summer,Wireless Mouse,Electronics,SUP04,214.88,352.22,73,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-04,S003,CLO-P0002,W02,SUP03,258,350,195,191,4,0,15894.86,77.01,20,1,Cloudy,Spring,Denim Jeans,Clothing,SUP03,82.96,156.41,74,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-04,S003,CLO-P0003,W02,SUP06,103,121,113,105,2,0,5575.18,63.68,15,1,Snowy,Winter,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S003,CLO-P0004,W02,SUP06,68,131,28,27,7,0,1622.75,29.83,20,1,Cloudy,Winter,Summer Dress,Clothing,SUP06,179.78,333.68,62,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S003,TOY-P0005,W02,SUP02,43,214,186,176,1,0,2384.95,69.33,20,0,Cloudy,Spring,Soft Plush Toy,Toys,SUP02,136.74,197.18,62,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S003,ELE-P0006,W02,SUP07,24,54,155,149,7,0,1446.72,60.28,0,1,Rainy,Winter,Wireless Earbuds,Electronics,SUP07,152.76,259.26,54,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Horizon Goods Pvt Ltd,Kolkata,6,85,South Distribution Center,Bengaluru,55000
2023-10-04,S003,GRO-P0007,W02,SUP01,118,188,131,113,1,0,9047.59,80.71,5,0,Sunny,Summer,Almonds 500g,Groceries,SUP01,158.61,280.18,49,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Sunrise Distributors,Pune,4,92,South Distribution Center,Bengaluru,55000
2023-10-04,S003,TOY-P0008,W02,SUP02,159,339,25,23,0,0,11828.73,78.31,5,1,Rainy,Summer,Water Gun,Toys,SUP02,158.62,219.9,81,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S003,CLO-P0009,W02,SUP06,377,452,200,185,6,0,28864.25,85.07,10,0,Cloudy,Summer,Casual Shorts,Clothing,SUP06,118.12,186.63,78,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S003,FUR-P0010,W02,SUP02,116,185,32,31,0,0,4150.48,35.78,0,0,Rainy,Autumn,Bean Bag,Furniture,SUP02,203.62,267.35,66,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S003,GRO-P0011,W02,SUP05,50,175,139,126,0,0,667.8,14.84,10,0,Rainy,Spring,Cornflakes 500g,Groceries,SUP05,253.39,359.78,74,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-04,S003,GRO-P0012,W02,SUP05,156,364,68,64,7,0,9397.36,63.41,5,0,Cloudy,Autumn,Salt 1kg,Groceries,SUP05,300.39,523.7,80,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-04,S003,FUR-P0013,W02,SUP08,220,236,76,65,7,0,7881.39,37.71,5,1,Cloudy,Autumn,Ottoman Stool,Furniture,SUP08,280.8,487.52,54,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-04,S003,FUR-P0014,W02,SUP02,274,309,79,72,5,0,12122.17,46.57,5,1,Rainy,Autumn,Laptop Table,Furniture,SUP02,87.71,162.23,78,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S003,GRO-P0015,W02,SUP03,227,245,199,179,5,0,5280.02,23.26,0,0,Rainy,Spring,Ketchup 500ml,Groceries,SUP03,384.47,565.89,73,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-04,S003,ELE-P0016,W02,SUP04,15,173,180,157,1,0,298.6,23.42,15,1,Cloudy,Summer,Extension Board,Electronics,SUP04,207.28,303.32,75,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-04,S003,TOY-P0017,W02,SUP06,331,478,192,187,4,0,8383.57,31.66,20,0,Snowy,Spring,Art Kit,Toys,SUP06,85.59,154.07,66,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S003,TOY-P0018,W02,SUP02,151,270,120,109,7,0,10380.34,85.93,20,0,Sunny,Spring,Slime Kit,Toys,SUP02,373.69,508.02,42,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S003,FUR-P0019,W02,SUP08,154,496,124,124,3,0,9704.77,70.02,10,1,Snowy,Spring,Console Table,Furniture,SUP08,65.72,102.59,48,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-04,S003,GRO-P0020,W02,SUP03,249,434,138,130,0,0,22536.12,95.27,5,0,Rainy,Autumn,Instant Noodles Pack,Groceries,SUP03,56.24,76.79,79,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0001,W02,SUP03,122,249,176,166,5,0,8572.88,82.67,15,0,Sunny,Summer,Cotton T-Shirt,Clothing,SUP03,203.61,369.58,78,Chennai T Nagar Store,Chennai,W02,Tier-1,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-04,S004,FUR-P0002,W02,SUP02,51,207,89,84,4,0,5061.75,99.25,0,0,Snowy,Spring,Office Chair,Furniture,SUP02,64.56,103.06,60,Chennai T Nagar Store,Chennai,W02,Tier-1,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0003,W02,SUP06,204,233,44,42,5,0,11405.64,55.91,0,1,Rainy,Winter,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,ELE-P0004,W02,SUP04,4,195,170,148,3,0,258.71,76.09,15,1,Sunny,Winter,LED Desk Lamp,Electronics,SUP04,125.1,193.29,61,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-04,S004,GRO-P0005,W02,SUP01,182,443,42,38,3,0,2149.15,12.43,5,1,Snowy,Winter,Organic Honey 500g,Groceries,SUP01,340.89,474.51,46,Chennai T Nagar Store,Chennai,W02,Tier-1,Sunrise Distributors,Pune,4,92,South Distribution Center,Bengaluru,55000
2023-10-04,S004,GRO-P0006,W02,SUP05,160,441,180,159,2,0,12839.04,89.16,10,0,Rainy,Autumn,Masala Mix 200g,Groceries,SUP05,259.78,474.03,48,Chennai T Nagar Store,Chennai,W02,Tier-1,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-04,S004,TOY-P0007,W02,SUP06,226,232,159,145,4,0,8188.88,40.26,10,1,Rainy,Winter,Toy Train Set,Toys,SUP06,258.05,358.1,43,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,ELE-P0008,W02,SUP04,223,450,74,64,1,0,5806.92,26.04,0,0,Snowy,Winter,Smart Watch Band,Electronics,SUP04,334.91,468.94,60,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0009,W02,SUP06,147,341,78,78,2,0,10696.46,80.85,10,1,Snowy,Spring,Casual Shorts,Clothing,SUP06,118.12,186.63,78,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,ELE-P0010,W02,SUP07,126,157,156,138,0,0,3947.33,39.16,20,1,Cloudy,Winter,Webcam HD,Electronics,SUP07,106.45,170.39,63,Chennai T Nagar Store,Chennai,W02,Tier-1,Horizon Goods Pvt Ltd,Kolkata,6,85,South Distribution Center,Bengaluru,55000
2023-10-04,S004,FUR-P0011,W02,SUP08,55,84,25,24,0,0,821.89,15.73,5,1,Cloudy,Winter,Dining Chair,Furniture,SUP08,363.66,503.36,81,Chennai T Nagar Store,Chennai,W02,Tier-1,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-04,S004,TOY-P0012,W02,SUP02,266,444,36,32,3,0,15573.9,61.63,5,1,Cloudy,Autumn,Bicycle Kids,Toys,SUP02,288.25,442.8,69,Chennai T Nagar Store,Chennai,W02,Tier-1,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0013,W02,SUP05,163,322,99,97,3,0,4318.6,31.17,15,0,Rainy,Summer,Rain Jacket,Clothing,SUP05,216.5,310.93,46,Chennai T Nagar Store,Chennai,W02,Tier-1,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-04,S004,TOY-P0014,W02,SUP06,106,118,99,94,0,0,1123.81,11.16,5,1,Sunny,Spring,Rubik Cube,Toys,SUP06,65.22,91.89,82,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,TOY-P0015,W02,SUP06,10,223,154,134,4,0,265.71,31.26,15,0,Snowy,Spring,Kite Set,Toys,SUP06,137.29,225.53,51,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0016,W02,SUP05,44,97,171,167,4,0,473.0,10.75,0,0,Snowy,Autumn,Ethnic Saree,Clothing,SUP05,185.62,273.42,80,Chennai T Nagar Store,Chennai,W02,Tier-1,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-04,S004,TOY-P0017,W02,SUP06,16,191,95,94,2,0,910.72,56.92,0,0,Cloudy,Summer,Art Kit,Toys,SUP06,85.59,154.07,66,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,CLO-P0018,W02,SUP06,265,372,174,171,2,0,20048.84,94.57,20,1,Sunny,Spring,Cargo Pants,Clothing,SUP06,325.42,552.86,40,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-04,S004,FUR-P0019,W02,SUP08,409,484,139,130,1,0,10251.59,27.85,10,1,Rainy,Spring,Console Table,Furniture,SUP08,65.72,102.59,48,Chennai T Nagar Store,Chennai,W02,Tier-1,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-04,S004,FUR-P0020,W02,SUP02,20,204,169,147,6,0,827.6,41.38,0,1,Cloudy,Spring,Cushion Stool,Furniture,SUP02,362.09,633.36,89,Chennai T Nagar Store,Chennai,W02,Tier-1,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-04,S005,GRO-P0001,W03,SUP05,128,266,129,113,4,0,10159.1,99.21,20,1,Snowy,Autumn,Basmati Rice 5kg,Groceries,SUP05,362.71,584.44,84,Delhi Connaught Place Store,Delhi,W03,Metro,Bluewave Supplies,Delhi,5,88,Central Distribution Center,Pune,70000
2023-10-04,S005,ELE-P0002,W03,SUP04,79,271,91,90,7,0,4343.14,57.87,5,0,Snowy,Summer,Bluetooth Speaker,Electronics,SUP04,272.15,444.19,78,Delhi Connaught Place Store,Delhi,W03,Metro,Apex Trading Corp,Chennai,9,73,Central Distribution Center,Pune,70000
2023-10-04,S005,CLO-P0003,W03,SUP06,98,131,20,19,5,0,2029.19,24.36,15,1,Snowy,Spring,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-04,S005,ELE-P0004,W03,SUP04,56,362,47,41,7,0,4414.9,92.75,15,0,Cloudy,Summer,LED Desk Lamp,Electronics,SUP04,125.1,193.29,61,Delhi Connaught Place Store,Delhi,W03,Metro,Apex Trading Corp,Chennai,9,73,Central Distribution Center,Pune,70000
2023-10-04,S005,GRO-P0005,W03,SUP01,21,89,51,50,2,0,1300.13,68.79,10,0,Rainy,Winter,Organic Honey 500g,Groceries,SUP01,340.89,474.51,46,Delhi Connaught Place Store,Delhi,W03,Metro,Sunrise Distributors,Pune,4,92,Central Distribution Center,Pune,70000
2023-10-04,S005,GRO-P0006,W03,SUP05,127,197,23,22,5,0,12054.84,94.92,0,1,Cloudy,Autumn,Masala Mix 200g,Groceries,SUP05,259.78,474.03,48,Delhi Connaught Place Store,Delhi,W03,Metro,Bluewave Supplies,Delhi,5,88,Central Distribution Center,Pune,70000
2023-10-04,S005,ELE-P0007,W03,SUP04,87,198,97,91,6,0,1367.03,16.54,5,1,Sunny,Summer,HDMI Cable,Electronics,SUP04,324.36,550.95,67,Delhi Connaught Place Store,Delhi,W03,Metro,Apex Trading Corp,Chennai,9,73,Central Distribution Center,Pune,70000
2023-10-04,S005,TOY-P0008,W03,SUP02,149,274,134,121,6,0,9426.34,79.08,20,1,Sunny,Winter,Water Gun,Toys,SUP02,158.62,219.9,81,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
2023-10-04,S005,FUR-P0009,W03,SUP02,36,293,187,170,7,0,673.92,23.4,20,0,Cloudy,Spring,Wall Shelf Set,Furniture,SUP02,143.44,215.01,63,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
2023-10-04,S005,FUR-P0010,W03,SUP02,49,125,150,133,0,0,3746.74,95.58,20,1,Sunny,Summer,Bean Bag,Furniture,SUP02,203.62,267.35,66,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
